Lliga,Temporada,Nom,Equip,Edat,Posició,Partits,Minuts jugats,Gols,Assistències,Targetes grogues,Targetes vermelles,Xuts per partit,Efectivitat passades,Duels aeris guanyats per partit,MVP,Valoració
Italia,2014/2015,Lucas Biglia,Lazio,38,MC,27,2327,3,2,6,-,1.1,88.3,0.8,1,7.42
Italia,2014/2015,Andrea Pirlo,Juventus,44,ME(C),19(1),1611,4,5,-,-,1.3,89.2,0.5,2,7.41
Italia,2014/2015,Davide Astori,Roma,37,DF(C),22(2),2039,1,-,10,-,0.3,86.5,3,3,7.40
Italia,2015/2016,Paul Pogba,Juventus,31,ME(CI),33(2),3019,8,12,10,-,3.5,83.4,1.8,8,7.81
Italia,2015/2016,Gonzalo Higuaín,Napoli,36,DL,35,2978,36,2,1,1,5.2,78.1,0.3,9,7.74
Italia,2015/2016,Paulo Dybala,Juventus,30,"MP(CD),DL",29(5),2465,19,9,1,-,3.1,84.9,0.1,7,7.71
Italia,2015/2016,Franco Vázquez,Palermo,35,"MP(CID),DL",36,3186,8,7,11,-,2.9,77.2,1.7,5,7.51
Italia,2015/2016,Miralem Pjanic,Roma,34,ME(C),30(3),2654,10,12,10,1,2.1,84.9,0.7,3,7.46
Italia,2015/2016,Alex Sandro,Juventus,33,"DF(CI),ME(I)",15(7),1490,2,3,5,1,0.8,84,1.5,3,7.45
Italia,2015/2016,Lucas Biglia,Lazio,38,MC,26(1),2299,4,3,9,1,0.7,88.2,0.8,3,7.43
Italia,2015/2016,Giacomo Bonaventura,AC Milan,34,ME(CID),31(2),2841,6,8,8,-,3.2,82.2,0.6,7,7.39
Italia,2015/2016,Papu Gómez,Atalanta,36,"ME(CID),DL",33(1),2825,7,7,4,1,2.5,79.5,0.2,5,7.36
Italia,2015/2016,Federico Viviani,Verona,32,MC,17(2),1593,3,6,4,1,1.6,80.9,0.7,2,7.36
Italia,2016/2017,Edin Dzeko,Roma,38,DL,33(4),3056,29,9,4,-,4.8,69.7,3.8,11,7.85
Italia,2016/2017,Dries Mertens,Napoli,36,"MP(CID),DL",28(7),2566,28,9,6,-,4.2,76.3,0.1,10,7.76
Italia,2016/2017,Papu Gómez,Atalanta,36,"ME(CID),DL",37,3140,16,10,6,-,3.2,80.6,0.1,10,7.75
Italia,2016/2017,Lorenzo Insigne,Napoli,32,"MP(CI),DL",35(2),2935,18,9,2,-,4,86.1,-,8,7.67
Italia,2016/2017,Alex Sandro,Juventus,33,"DF(CI),ME(I)",25(2),2310,3,4,5,-,0.7,84.6,1.5,4,7.63
Italia,2016/2017,Felipe Anderson,Lazio,31,"ME(CID),DL",33(3),2919,4,9,5,-,2,74.9,0.5,7,7.62
Italia,2016/2017,Andrea Belotti,Torino,30,DL,34(1),3071,26,7,5,-,3.7,75.1,2.4,7,7.58
Italia,2016/2017,Federico Fazio,Roma,37,DF(C),35(2),3117,2,1,3,-,0.6,85.6,3.4,7,7.50
Italia,2016/2017,Giacomo Bonaventura,AC Milan,34,ME(CID),19,1574,3,2,3,-,2.5,85.3,0.5,1,7.50
Italia,2016/2017,Gonzalo Higuaín,Juventus,36,DL,32(6),2968,24,3,1,-,3.5,82.6,0.4,7,7.50
Italia,2017/2018,Paulo Dybala,Juventus,30,"MP(CD),DL",26(7),2358,22,5,-,-,3.5,87.3,0.2,8,7.77
Italia,2017/2018,Luis Alberto,Lazio,31,"MP(CI),DL",32(2),2677,11,14,5,-,2.4,79.9,0.4,5,7.69
Italia,2017/2018,Papu Gómez,Atalanta,36,"ME(CID),DL",31(2),2758,6,10,2,-,3,81.9,-,6,7.65
Italia,2017/2018,Aleksandar Kolarov,Roma,38,"DF(CI),ME(I)",34(1),3061,2,8,3,-,1.8,81.2,1.5,6,7.52
Italia,2017/2018,Lorenzo Insigne,Napoli,32,"MP(CI),DL",36(1),3104,8,11,4,-,4.8,85.2,0.1,7,7.51
Italia,2017/2018,Alex Sandro,Juventus,33,"DF(CI),ME(I)",23(3),2115,4,4,8,-,0.7,86.4,1.8,3,7.47
Italia,2017/2018,Douglas Costa,Juventus,33,ME(CID),18(13),1793,4,12,1,-,1.2,84,0.2,4,7.45
Italia,2017/2018,Felipe Anderson,Lazio,31,"ME(CID),DL",9(12),1152,4,7,-,-,1.2,76.6,0.1,3,7.45
Italia,2017/2018,Miralem Pjanic,Juventus,34,ME(C),28(3),2489,5,8,5,-,1.7,90.2,0.4,4,7.42
Italia,2017/2018,Edin Dzeko,Roma,38,DL,33(3),3019,16,4,6,-,4.2,70.8,3,5,7.40
Italia,2018/2019,Cristiano Ronaldo,Juventus,39,"ME(I),DL",30(1),2689,21,8,3,-,5.7,85.1,1.1,10,7.68
Italia,2018/2019,Papu Gómez,Atalanta,36,"ME(CID),DL",34(1),2913,7,11,5,-,3,84.4,0.3,7,7.64
Italia,2018/2019,Josip Ilicic,Atalanta,36,"MP(CID),DL",23(8),2151,12,7,5,1,3.3,80.2,0.2,4,7.39
Italia,2018/2019,Suso,AC Milan,30,"MP(CID),DL",35,3031,7,10,8,1,2.7,82.5,0.1,7,7.39
Italia,2018/2019,Rodrigo De Paul,Udinese,29,"MP(CID),DL",36,3194,9,8,7,-,2.4,76.4,0.1,6,7.37
Italia,2018/2019,Mario Mandzukic,Juventus,37,"ME(I),DL",23(2),2020,9,6,4,-,1.2,71.1,2.9,3,7.34
Italia,2018/2019,Duván Zapata,Atalanta,33,DL,32(5),2900,23,7,5,-,3.2,79,1.8,4,7.32
Italia,2018/2019,Leonardo Pavoletti,Cagliari,35,DL,31(1),2738,16,1,6,-,2.6,69,7.4,9,7.32
Italia,2018/2019,Stephan El Shaarawy,Roma,31,"ME(CID),DL",23(5),2109,11,3,2,-,2.5,81.7,0.8,4,7.26
Italia,2018/2019,Fabián Ruiz,Napoli,28,ME(CI),20(7),1991,5,4,2,1,1.9,89.8,0.6,2,7.25
Italia,2019/2020,Cristiano Ronaldo,Juventus,39,"ME(I),DL",33,2919,31,5,3,-,6.3,85.1,1.2,10,7.82
Italia,2019/2020,Josip Ilicic,Atalanta,36,"MP(CID),DL",21(5),1673,15,5,1,1,3.1,81.9,0.1,7,7.65
Italia,2019/2020,Ciro Immobile,Lazio,34,DL,36(1),3176,36,9,8,-,3.8,77,0.6,10,7.57
Italia,2019/2020,Luis Alberto,Lazio,31,"MP(CI),DL",36,3122,6,15,5,-,2.7,83.5,0.3,10,7.55
Italia,2019/2020,Papu Gómez,Atalanta,36,"ME(CID),DL",34(2),2861,7,16,2,-,2.6,85.3,0.1,3,7.55
Italia,2019/2020,Zlatan Ibrahimovic,AC Milan,42,DL,16(2),1365,10,5,1,-,3.7,70.9,4.4,4,7.51
Italia,2019/2020,Edin Dzeko,Roma,38,DL,31(4),2884,16,7,4,-,3.5,69.9,3.7,5,7.48
Italia,2019/2020,Domenico Berardi,Sassuolo,29,"MP(D),DL",29(2),2505,14,10,6,1,3.9,78.4,0.6,5,7.45
Italia,2019/2020,Paulo Dybala,Juventus,30,"MP(CD),DL",25(8),2165,11,6,5,-,3,88.1,0.1,3,7.44
Italia,2019/2020,Duván Zapata,Atalanta,33,DL,25(3),2038,18,6,1,-,3.2,79.6,1.9,4,7.41
Italia,2020/2021,Cristiano Ronaldo,Juventus,39,"ME(I),DL",31(2),2803,29,3,3,-,5.1,82.1,0.7,8,7.61
Italia,2020/2021,Zlatan Ibrahimovic,AC Milan,42,DL,18(1),1498,15,2,2,1,4.3,72,4.5,8,7.57
Italia,2020/2021,Lorenzo Insigne,Napoli,32,"MP(CI),DL",33(2),2872,19,7,2,1,4.1,83.7,0.1,11,7.56
Italia,2020/2021,Romelu Lukaku,Inter,30,"MP(D),DL",32(4),2887,24,11,4,-,2.7,72.5,1.3,7,7.47
Italia,2020/2021,Domenico Berardi,Sassuolo,29,"MP(D),DL",28(2),2485,17,7,4,-,3.8,80.5,0.4,8,7.42
Italia,2020/2021,Rodrigo De Paul,Udinese,29,"MP(CID),DL",36,3204,9,9,3,2,2.3,79.8,0.2,12,7.41
Italia,2020/2021,Henrikh Mkhitaryan,Roma,35,"ME(CID),DL",30(4),2747,13,10,2,-,2.4,78.5,0.4,4,7.30
Italia,2020/2021,Sergej Milinkovic-Savic,Lazio,29,MP(C),32,2754,8,9,4,-,2,78.7,3.3,8,7.30
Italia,2020/2021,Théo Hernández,AC Milan,26,"DF(CI),ME(I)",33,2935,7,5,9,-,1.4,83.1,1.6,2,7.28
Italia,2020/2021,Hakan Çalhanoglu,AC Milan,30,"ME(CID),DL",30(3),2629,4,9,4,-,2.5,84.1,0.5,4,7.27
Italia,2021/2022,Domenico Berardi,Sassuolo,29,"MP(D),DL",33,2838,15,14,9,-,3.3,74.8,0.5,8,7.43
Italia,2021/2022,Rafael Leão,AC Milan,24,"MP(CI),DL",31(3),2621,11,8,4,-,2.9,74.8,0.8,2,7.37
Italia,2021/2022,Sergej Milinkovic-Savic,Lazio,29,MP(C),36(1),3111,11,11,4,1,2,81.4,2.8,7,7.36
Italia,2021/2022,Lorenzo Pellegrini,Roma,27,ME(CI),27(1),2300,9,5,6,1,3.3,77.7,0.6,6,7.34
Italia,2021/2022,Dusan Vlahovic,Fiorentina,24,DL,21,1862,17,2,2,-,3.6,70.6,2,5,7.33
Italia,2021/2022,Ciro Immobile,Lazio,34,DL,31,2718,27,2,4,-,3.8,78,0.7,2,7.31
Italia,2021/2022,Luis Muriel,Atalanta,32,"MP(CI),DL",17(10),1543,9,8,1,-,2.1,75.6,1.1,4,7.30
Italia,2021/2022,Hakan Çalhanoglu,Inter,30,"ME(CID),DL",33(1),2509,7,12,11,-,1.9,86.8,0.3,5,7.28
Italia,2021/2022,Victor Osimhen,Napoli,25,DL,23(4),1993,14,2,5,1,3.4,70.5,1.9,4,7.22
Italia,2021/2022,Ivan Perisic,Inter,35,"ME(CID),DL",35,2844,8,7,4,-,1.3,76.3,1.6,5,7.22
Italia,2022/2023,Victor Osimhen,Napoli,25,DL,30(2),2583,26,4,4,-,4.2,71,2.1,5,7.45
Italia,2022/2023,Khvicha Kvaratskhelia,Napoli,23,"MP(CID),DL",30(4),2541,12,10,1,-,2.5,83.7,0.2,7,7.43
Italia,2022/2023,Sergej Milinkovic-Savic,Lazio,29,MP(C),34(2),3030,9,8,10,-,1.8,77.1,2.7,6,7.24
Italia,2022/2023,Paulo Dybala,Roma,30,"MP(CD),DL",22(4),1752,12,6,5,-,2.5,82.3,0.2,6,7.20
Italia,2022/2023,Rafael Leão,AC Milan,24,"MP(CI),DL",28(7),2434,15,8,5,1,2.6,74.4,0.8,8,7.19
Italia,2022/2023,Lautaro Martínez,Inter,26,DL,27(11),2577,21,6,3,-,3.3,75.6,1.1,8,7.18
Italia,2022/2023,Mattia Zaccagni,Lazio,28,"MP(CI),DL",33(2),2783,10,6,9,-,1.6,84.5,0.4,5,7.16
Italia,2022/2023,Domenico Berardi,Sassuolo,29,"MP(D),DL",22(4),1872,12,7,7,-,3.2,71.1,0.5,6,7.15
Italia,2022/2023,Armand Laurienté,Sassuolo,25,"MP(ID),DL",27(1),2191,7,6,8,1,2,79.2,-,4,7.11
Italia,2022/2023,Adrien Rabiot,Juventus,29,"MC,ME(I)",31(1),2751,8,4,9,-,1.5,83.6,1.6,3,7.11
Italia,2023/2024,Lautaro Martínez,Inter,26,DL,27(1),2282,23,2,4,-,3.3,77.8,1.1,9,7.63
Italia,2023/2024,Khvicha Kvaratskhelia,Napoli,23,"MP(CID),DL",27(2),2337,10,6,6,-,3.9,85.9,0.4,8,7.54
Italia,2023/2024,Hakan Çalhanoglu,Inter,30,"ME(CID),DL",28,2263,11,3,5,-,1.9,92.1,0.9,5,7.42
Italia,2023/2024,Rafael Leão,AC Milan,24,"MP(CI),DL",25(3),2144,7,8,5,-,2,79.2,0.8,8,7.36
Italia,2023/2024,Marcus Thuram,Inter,26,"MP(I),DL",29(1),2284,11,7,3,-,2.3,73.7,2.1,1,7.28
Italia,2023/2024,Paulo Dybala,Roma,30,"MP(CD),DL",21(1),1599,12,8,3,-,2.1,84.7,0.2,6,7.24
Italia,2023/2024,Alessandro Buongiorno,Torino,24,DF(C),24,2090,3,-,7,-,0.5,84.8,3.1,5,7.20
Italia,2023/2024,Alessandro Bastoni,Inter,25,DF(C),24,1991,1,3,5,-,0.6,90,1.6,-,7.17
Italia,2023/2024,Federico Dimarco,Inter,26,"DF(CI),ME(I)",25(1),1822,5,6,-,-,1.7,84.7,0.2,2,7.17
Italia,2023/2024,Albert Gudmundsson,Genoa,26,"MP(CID),DL",29,2578,12,3,4,-,1.8,81.3,0.1,6,7.15
Alemanya,2009/2010,Arjen Robben,Bayern,40,"ME(CID),DL",18(6),1779,16,6,1,-,3.4,80.2,0.4,8,8.18
Alemanya,2009/2010,Stefan Kießling,Leverkusen,40,DL,33,2924,21,5,3,-,3,72.4,2.1,6,7.79
Alemanya,2009/2010,Zvjezdan Misimovic,Wolfsburg,41,"MP(C),DL",31,2768,10,13,7,-,2.4,77.5,0.2,8,7.74
Alemanya,2009/2010,Edin Dzeko,Wolfsburg,38,DL,33(1),3003,22,7,4,-,4.5,70.7,0.7,6,7.73
Alemanya,2009/2010,Claudio Pizarro,Werder Bremen,45,"MP(C),DL",23(3),2130,16,2,4,-,2.6,75.5,0.4,2,7.63
Alemanya,2009/2010,Mesut Özil,Werder Bremen,35,ME(CID),29(2),2601,9,13,2,-,2.2,82.5,0.1,6,7.62
Alemanya,2009/2010,Naldo,Werder Bremen,41,DF(C),31,2762,5,2,5,-,2,83.1,1.3,6,7.59
Alemanya,2009/2010,Toni Kroos,Leverkusen,34,ME(C),26(7),2360,9,9,6,-,2.2,82.2,0.2,5,7.59
Alemanya,2009/2010,Raffael,Hertha Berlin,39,"MP(CI),DL",30(1),2654,7,4,9,-,2.4,84.1,0.3,5,7.56
Alemanya,2009/2010,Bastian Schweinsteiger,Bayern,39,"DF(C),ME(C)",33,2908,2,3,6,-,1.7,86,1.1,2,7.55
Alemanya,2010/2011,Nuri Sahin,Borussia Dortmund,35,ME(C),30,2595,6,8,4,-,2,75.9,0.3,8,7.89
Alemanya,2010/2011,Franck Ribéry,Bayern,41,"MP(CI),DL",22(3),1972,7,11,5,-,2.8,79.5,0.1,4,7.82
Alemanya,2010/2011,Arturo Vidal,Leverkusen,36,ME(CD),31(2),2708,10,11,4,1,1.6,83.6,0.8,10,7.77
Alemanya,2010/2011,Diego,Wolfsburg,39,ME(CID),30,2631,6,9,7,-,1.9,73.5,0.3,7,7.53
Alemanya,2010/2011,Christian Tiffert,Kaiserslautern,42,"DF(C),ME(C)",33,2933,2,17,8,-,1.1,76,0.4,6,7.49
Alemanya,2010/2011,Christian Fuchs,Mainz,38,"DF(CI),ME(I)",30(1),2649,-,8,6,-,1.1,71,1.1,2,7.43
Alemanya,2010/2011,Mario Gomez,Bayern,38,DL,27(5),2452,28,2,2,-,3,73.5,0.4,4,7.42
Alemanya,2010/2011,Zé Roberto,Hamburg,49,"DF(I),ME(CI)",31,2745,1,9,5,-,0.5,85.8,0.1,3,7.41
Alemanya,2010/2011,Renato Augusto,Leverkusen,36,"ME(CID),DL",26(1),2222,7,2,5,-,2.1,78.5,0.4,4,7.40
Alemanya,2010/2011,Mario Götze,Borussia Dortmund,31,"ME(CID),DL",29(4),2549,6,11,1,-,1.2,79.8,0.4,4,7.38
Alemanya,2011/2012,Marco Reus,Borussia M.Gladbach,34,"ME(CID),DL",32,2782,18,9,3,-,3.2,78.4,0.2,12,7.99
Alemanya,2011/2012,Franck Ribéry,Bayern,41,"MP(CI),DL",27(5),2393,12,12,4,1,2.2,84.8,0.3,6,7.88
Alemanya,2011/2012,Mario Götze,Borussia Dortmund,31,"ME(CID),DL",14(3),1192,6,5,3,1,1.5,78.4,0.4,2,7.77
Alemanya,2011/2012,Claudio Pizarro,Werder Bremen,45,"MP(C),DL",28(1),2521,18,8,5,-,2.9,75.5,1,4,7.73
Alemanya,2011/2012,Robert Lewandowski,Borussia Dortmund,35,DL,34,2881,22,8,4,-,3.5,70.6,2.3,6,7.63
Alemanya,2011/2012,Klaas Jan Huntelaar,Schalke,40,DL,32,2803,29,8,1,-,3,76.1,1.3,6,7.63
Alemanya,2011/2012,Jefferson Farfán,Schalke,39,"ME(CD),DL",19(4),1754,4,8,2,-,1,79.9,1,3,7.60
Alemanya,2011/2012,Kyriakos Papadopoulos,Schalke,32,DF(C),28(1),2549,2,2,9,1,0.9,80.2,3.1,1,7.59
Alemanya,2011/2012,Christian Fuchs,Schalke,38,"DF(CI),ME(I)",29,2610,2,7,5,-,0.9,76.3,1.3,1,7.58
Alemanya,2011/2012,Mats Hummels,Borussia Dortmund,35,DF(C),33,2950,1,2,1,-,0.7,77.6,2,1,7.57
Alemanya,2012/2013,Franck Ribéry,Bayern,41,"MP(CI),DL",24(3),2120,10,14,2,-,2.4,87.7,0.4,11,8.42
Alemanya,2012/2013,Stefan Kießling,Leverkusen,40,DL,34,3020,25,7,1,-,3.5,66,5.3,10,8.02
Alemanya,2012/2013,Diego,Wolfsburg,39,ME(CID),32,2880,10,7,7,-,2.1,83.3,0.4,8,7.84
Alemanya,2012/2013,Mario Götze,Borussia Dortmund,31,"ME(CID),DL",23(5),2038,10,9,4,-,1.9,83.4,0.6,4,7.81
Alemanya,2012/2013,Dani Carvajal,Leverkusen,32,DF(D),31(1),2783,1,7,7,-,0.4,79.8,1.3,2,7.72
Alemanya,2012/2013,Jefferson Farfán,Schalke,39,"ME(CD),DL",25(2),2179,6,6,1,-,1.9,82.7,0.7,5,7.71
Alemanya,2012/2013,Thomas Müller,Bayern,34,"ME(CID),DL",25(3),2102,13,11,-,-,2.4,77.7,1.5,4,7.69
Alemanya,2012/2013,Toni Kroos,Bayern,34,ME(C),23(1),1926,6,8,2,-,2.2,89.7,0.5,3,7.69
Alemanya,2012/2013,André Schürrle,Leverkusen,33,"ME(CID),DL",34,2830,11,7,1,-,3.6,78.5,0.5,3,7.67
Alemanya,2012/2013,Robert Lewandowski,Borussia Dortmund,35,DL,29(2),2599,24,5,2,1,3.2,71.9,2.8,4,7.66
Alemanya,2013/2014,Franck Ribéry,Bayern,41,"MP(CI),DL",18(4),1643,10,10,2,-,2.7,83.8,0.4,8,8.28
Alemanya,2013/2014,Ricardo Rodríguez,Wolfsburg,31,"DF(CI),ME(I)",34,3060,5,9,2,-,1.1,80.4,3.1,8,8.01
Alemanya,2013/2014,Robert Lewandowski,Borussia Dortmund,35,DL,31(2),2807,20,6,3,-,3.5,72.1,4.4,7,8.00
Alemanya,2013/2014,Roberto Firmino,Hoffenheim,32,"ME(CID),DL",33,2916,16,11,5,-,2.8,74.7,2.2,9,7.94
Alemanya,2013/2014,Marco Reus,Borussia Dortmund,34,"ME(CID),DL",26(4),2221,16,13,6,-,3.7,74.7,0.9,5,7.91
Alemanya,2013/2014,Raffael,Borussia M.Gladbach,39,"MP(CI),DL",34,2999,15,7,1,-,2.2,84,0.5,6,7.91
Alemanya,2013/2014,Max Kruse,Borussia M.Gladbach,36,"ME(CID),DL",34,3021,12,9,3,-,2.2,82.4,0.9,7,7.88
Alemanya,2013/2014,Adrián Ramos,Hertha Berlin,38,DL,30(2),2665,16,5,3,-,2.9,73.7,6.2,6,7.75
Alemanya,2013/2014,Mario Götze,Bayern,31,"ME(CID),DL",20(7),1830,10,8,-,-,1.9,87.9,0.6,4,7.72
Alemanya,2013/2014,Mats Hummels,Borussia Dortmund,35,DF(C),23,1962,2,2,4,1,0.9,81.4,4.9,1,7.71
Alemanya,2014/2015,Arjen Robben,Bayern,40,"ME(CID),DL",20(1),1679,17,7,-,-,4.2,83.1,0.9,11,8.45
Alemanya,2014/2015,Kevin De Bruyne,Wolfsburg,32,"ME(CID),DL",34,3052,10,20,3,-,2.8,74.5,0.5,6,7.95
Alemanya,2014/2015,Roberto Firmino,Hoffenheim,32,"ME(CID),DL",33,2918,7,10,5,-,2.9,72.7,2.3,5,7.79
Alemanya,2014/2015,Naldo,Wolfsburg,41,DF(C),32,2879,7,2,5,-,1.6,83.6,4.8,5,7.78
Alemanya,2014/2015,Ricardo Rodríguez,Wolfsburg,31,"DF(CI),ME(I)",26,2294,6,4,2,-,1.3,80.9,3.3,3,7.72
Alemanya,2014/2015,Karim Bellarabi,Leverkusen,34,"ME(CID),DL",32(1),2725,12,6,5,-,3.2,67.3,0.6,5,7.64
Alemanya,2014/2015,Granit Xhaka,Borussia M.Gladbach,31,"DF(I),ME(C)",30,2639,2,1,10,1,2,86.1,3.2,3,7.61
Alemanya,2014/2015,Mats Hummels,Borussia Dortmund,35,DF(C),23(1),2032,2,-,2,-,0.9,77.3,6.1,4,7.60
Alemanya,2014/2015,Bas Dost,Wolfsburg,34,DL,17(4),1530,16,4,1,-,2,64.9,4.3,2,7.59
Alemanya,2014/2015,Marco Reus,Borussia Dortmund,34,"ME(CID),DL",18(2),1571,7,5,1,-,3.3,75.7,0.8,5,7.54
Alemanya,2015/2016,Henrikh Mkhitaryan,Borussia Dortmund,35,"ME(CID),DL",28(3),2578,11,15,5,-,2.6,75.6,0.8,11,7.90
Alemanya,2015/2016,Raffael,Borussia M.Gladbach,39,"MP(CI),DL",30(1),2690,13,10,2,-,2.3,81.8,0.4,6,7.64
Alemanya,2015/2016,Robert Lewandowski,Bayern,35,DL,29(3),2654,30,2,2,-,4.8,79.2,1.7,6,7.61
Alemanya,2015/2016,Caiuby,Augsburg,35,"MP(CI),DL",25(1),2218,4,5,11,-,2.6,64.1,7.6,3,7.60
Alemanya,2015/2016,Douglas Costa,Bayern,33,ME(CID),23(4),1973,4,9,1,-,2.4,80.1,0.1,3,7.56
Alemanya,2015/2016,Kingsley Coman,Bayern,27,"ME(ID),DL",20(3),1688,4,6,-,-,1.6,84.5,0.6,2,7.52
Alemanya,2015/2016,Thomas Müller,Bayern,34,"ME(CID),DL",26(5),2345,20,5,4,-,3,77,1.7,3,7.50
Alemanya,2015/2016,Lars Stindl,Borussia M.Gladbach,35,"ME(CID),DL",29(1),2597,7,8,5,-,2.2,80.3,1.5,1,7.44
Alemanya,2015/2016,Ilkay Gündogan,Borussia Dortmund,33,ME(C),22(3),1994,1,3,1,-,2,87.9,0.8,1,7.43
Alemanya,2015/2016,Arturo Vidal,Bayern,36,ME(CD),24(6),2048,4,5,3,-,1.7,90.2,1.6,4,7.40
Alemanya,2016/2017,Thiago Alcântara,Bayern,33,ME(C),26(1),2291,6,5,4,-,1.3,90.2,1.7,6,8.28
Alemanya,2016/2017,Arjen Robben,Bayern,40,"ME(CID),DL",21(5),1830,13,9,-,-,3.2,81.2,0.3,5,7.82
Alemanya,2016/2017,Emil Forsberg,RBL,32,"MP(CID),DL",27(3),2349,8,19,1,1,1.6,76.2,0.6,9,7.75
Alemanya,2016/2017,Robert Lewandowski,Bayern,35,DL,31(2),2777,30,5,5,-,4.3,75.2,1.9,6,7.74
Alemanya,2016/2017,Naby Keïta,RBL,29,ME(C),29(2),2416,8,7,8,-,1.4,81.8,0.6,3,7.60
Alemanya,2016/2017,Max Kruse,Werder Bremen,36,"ME(CID),DL",23,2047,15,7,1,-,1.8,76.1,1.9,3,7.54
Alemanya,2016/2017,Kerem Demirbay,Hoffenheim,30,ME(C),27(1),2182,6,8,4,-,1.8,78.8,0.4,6,7.49
Alemanya,2016/2017,Ousmane Dembélé,Borussia Dortmund,26,"MP(CID),DL",22(10),2042,6,12,7,-,1.7,67,0.2,5,7.44
Alemanya,2016/2017,Sebastian Rudy,Hoffenheim,34,"DF(D),ME(CD)",32,2789,2,7,9,-,0.8,80.8,1.3,3,7.43
Alemanya,2016/2017,Pierre-Emerick Aubameyang,Borussia Dortmund,34,"ME(CID),DL",31(1),2782,31,2,3,-,3.6,69.7,1.3,3,7.42
Alemanya,2017/2018,James Rodríguez,Bayern,32,"MP(CID),DL",19(4),1627,7,11,2,-,1.7,90,0.3,5,7.63
Alemanya,2017/2018,Daniel Caligiuri,Schalke,36,"DF(D),ME(CID),DL",32(1),2918,6,10,4,-,1.1,71.9,0.8,7,7.57
Alemanya,2017/2018,Robert Lewandowski,Bayern,35,DL,24(6),2169,29,2,1,-,4.2,79.5,1.8,2,7.49
Alemanya,2017/2018,Arturo Vidal,Bayern,36,ME(CD),17(5),1461,6,2,6,-,2.2,88.5,1.8,5,7.49
Alemanya,2017/2018,Naldo,Schalke,41,DF(C),34,3060,7,2,4,-,1.4,85.7,4.9,6,7.42
Alemanya,2017/2018,Serge Gnabry,Hoffenheim,28,"MP(CID),DL",20(2),1507,10,5,-,-,2.2,77.4,0.3,2,7.41
Alemanya,2017/2018,Thiago Alcântara,Bayern,33,ME(C),12(7),1243,2,2,3,-,1.3,91.5,1.2,2,7.36
Alemanya,2017/2018,Salif Sané,Hannover,33,"DF(C),MC",32,2880,4,1,6,-,0.9,81,5.7,5,7.34
Alemanya,2017/2018,Leon Bailey,Leverkusen,26,"ME(CID),DL",25(5),2223,9,6,2,-,2.5,75,0.9,4,7.32
Alemanya,2017/2018,Arjen Robben,Bayern,40,"ME(CID),DL",19(2),1518,5,5,-,-,2.4,85,0.8,2,7.31
Alemanya,2018/2019,Robert Lewandowski,Bayern,35,DL,33,2959,22,7,2,-,4.4,77.5,1.7,5,7.65
Alemanya,2018/2019,Thiago Alcântara,Bayern,33,ME(C),26(4),2409,2,6,5,-,0.8,91.8,1.2,3,7.59
Alemanya,2018/2019,Kerem Demirbay,Hoffenheim,30,ME(C),24(2),2023,4,9,6,-,2.3,81.2,0.7,6,7.59
Alemanya,2018/2019,Marcel Halstenberg,RBL,32,"DF(CI),ME(I)",27(1),2414,3,6,2,-,0.8,74.3,2.6,3,7.56
Alemanya,2018/2019,Sébastien Haller,Eintracht Frankfurt,29,DL,23(6),2181,15,9,3,-,1.9,63.5,6.9,3,7.55
Alemanya,2018/2019,Jadon Sancho,Borussia Dortmund,24,MP(CID),26(8),2464,12,14,2,-,1.2,84.9,-,7,7.52
Alemanya,2018/2019,Joshua Kimmich,Bayern,29,"DF(CD),MC,ME(D)",34,3060,2,13,4,-,0.7,90.5,0.7,4,7.49
Alemanya,2018/2019,Thorgan Hazard,Borussia M.Gladbach,31,"ME(CID),DL",33,2878,10,10,1,-,2.3,76.9,0.7,6,7.44
Alemanya,2018/2019,Willi Orbán,RBL,31,DF(C),23(1),2050,4,-,5,-,1.1,78.2,4.8,3,7.41
Alemanya,2018/2019,Lukasz Piszczek,Borussia Dortmund,38,"DF(CD),ME(D)",20,1759,1,6,3,-,0.6,83.3,3.1,2,7.41
Alemanya,2019/2020,Robert Lewandowski,Bayern,35,DL,31,2762,34,4,5,-,4.5,73.2,2,7,8.13
Alemanya,2019/2020,Jadon Sancho,Borussia Dortmund,24,MP(CID),25(7),2292,17,16,2,-,1.6,85.1,-,7,7.64
Alemanya,2019/2020,Timo Werner,RBL,28,"MP(CID),DL",33(1),2809,28,8,4,-,3.6,75.6,0.2,10,7.60
Alemanya,2019/2020,Alphonso Davies,Bayern,23,"DF(I),ME(ID)",24(5),2234,3,5,2,1,0.4,86.5,1.1,1,7.52
Alemanya,2019/2020,Marco Reus,Borussia Dortmund,34,"ME(CID),DL",18(1),1502,11,5,1,-,2.5,82.5,0.4,2,7.50
Alemanya,2019/2020,Serge Gnabry,Bayern,28,"MP(CID),DL",26(5),2203,12,10,-,-,3.1,82.3,0.2,7,7.49
Alemanya,2019/2020,Thiago Alcântara,Bayern,33,ME(C),20(4),1772,3,-,7,-,0.8,90.5,1.5,1,7.47
Alemanya,2019/2020,Thomas Müller,Bayern,34,"ME(CID),DL",26(7),2260,8,21,5,-,1.6,78,1,1,7.42
Alemanya,2019/2020,Filip Kostic,Eintracht Frankfurt,31,"ME(ID),DL",33,2959,4,11,4,-,2.7,67,0.6,5,7.41
